Date,SPARQL endpoint,RDF dump,License Machine-Redeable,License Human-Redeable,KG name,Description,Url,Reliable,Trust value,Degree of connection,Clustring coefficient,Centrality,Number of sameAs chains,Number of triples,KGid,Min latency,25th percentile latency,Median latency,75th percentile latency,Max latency,Min TP,25th percentile TP,Median TP,75th percentile TP,Max TP,Requires auth,Use HTTPS,Serialization formats,Languages,Link SPARQL endpoint,Link for download the dataset,Number of void label,Number of whitespace label,Number of malformed datatype,Labels,Disjoint class,Undefined class,Undefined property,Deprecated class/property,Ontology hijacking,Misplaced property,Misplaced class,PageRank,Vocabularies,Authors,Publishers,Contributors,Sources,Signed,Dataset update frequency,Creation date,Modification date,Num. triples updated,Time since last modification,Extensional conciseness,Intensional conciseness,Interlinking completeness,Number of triples linked,Number of entities,Number of property,Min length URIs (subject),25th percentile length URIs (subject),Median length URIs (subject),75th percentile length URIs (subject),Max length URIs (subject),Min length URIs (predicate),25th percentile length URIs (predicate),Median length URIs (predicate),75th percentile length URIs (predicate),Max length URIs (predicate),Min length URIs (object),25th percentile length URIs (object),Median length URIs (object),75th percentile length URIs (object),Max length URIs (object),New vocabularies defined,New terms defined,Number of label,Uri regex,Presence of example,Number of blank nodes,RDF structures,HistoricalUp,Score,Normalized score,FP,IFP,Limited,defValue,License MR
2022-07-18,-1,0,Other (Open) - other-open -,-,Agenda de Zaragoza,"Listado de actividades y eventos sobre cultura- ocio- música- deporte- teatro- cine- exposiciones- medio ambiente- fiestas locales- cursos formativos y otros- que se realizan en la ciudad de Zaragoza- dirigidas al conjunto de la población en general. Los equipamientos están analizados por la Fundación Disminuidos Físicos de Aragón.##Fuente de información:##* Entidades Ciudadanas* Centros Cívicos* Centro de Historia* Casa de la Mujer* Servicio de Cultura* Agencia de Medio Ambiente y Sostenibilidad* Bibliotecas Municipales* Bomberos y Protección Civil##Buscador Facetado SOLR:##El buscador le permite hacer búsquedas por los siguientes filtros:* Programa* Temas* Sector de Población al que va dirigido* Franja horaria* Barrio##Herramientas para desarrolladores:##Descripción semántica- [Acceso ontología](http://www.zaragoza.es/ciudad/risp/enlace/turismo/es/que-visitar/ontologia.htm ""Acceso ontología"") * Formato geoRSS* Formato geoJson- cambiando en la url rdf por json- [Ejemplo](http://www.zaragoza.es/georref/json/hilo/ver_Agenda?georss_hoy=s&georss_carpeta=actividades&georss_inc=30 ""Ejemplo"") Por otro lado- las coordenadas se pueden generar en diferentes sistemas de referencia:* Por defecto en UTM30N* En WGS84 añadiendo el parámetro srsname=wgs84- [Ejemplo](http://www.zaragoza.es/georref/json/hilo/ver_Agenda?georss_f_inicio=24/05/2011&georss_f_final=24/05/2011&georss_carpeta=actividades&georss_programa=&srsname=wgs84 ""Ejemplo"") Se puede generar las actividades para el día de hoy- o bien realizar un filtrado por inicio y final de realización de la actividad[Ayuda](http://www.zaragoza.es/ciudad/risp/camposindizados.htm#agenda ""Ayuda"")  para la utilización del buscador facetado Solr",absent,absent,0.5,[],{},nan,-,0,agendadezaragoza,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,-,-,endpoint absent,endpoint absent,nan,Not provided,-,-,-,endpoint absent,-,-,-,-,endpoint absent,-,-,-,endpoint absent,endpoint absent,endpoint absent,endpoint absent,Web:absent Name:absent Email:absent,endpoint absent,endpoint absent,-,-,insufficient data,insufficient data,endpoint absent,endpoint absent,0,0,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,endpoint absent,False,endpoint absent,endpoint absent,insufficient data,0.275,44.73,-,-,endpoint absent,endpoint absent
